Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,casecost (product.metafields.custom.casecost),caseqty (product.metafields.custom.caseqty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Flavor (product.metafields.shopify.flavor),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
deep-handvo-200g-mix,DEEP HANDVO 200G MIX,<p>DEEP HANDVO 200G MIX - '011433159647</p>,DEEP,,"",Instant Mixes,false,Title,Default Title,,,,,,,,'011433159647,200.0,shopify,0,deny,manual,2.39,,true,false,,,,,'011433159647,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-handvo-200g-mix-apniroots-grocery-1.jpg?v=1734167275,1,DEEP HANDVO 200G MIX - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
deep-handvo-200g-mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-handvo-200g-mix-apniroots-grocery-2.jpg?v=1734167275,2,DEEP HANDVO 200G MIX - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-handva-flour-2lb,DEEP  -  HANDVA FLOUR  -  2LB,<p>DEEP HANDVA FLOUR-2LB - '011433113786</p>,DEEP,,"",Flour,true,Title,Default Title,,,,,,,,'011433113786,907.0,,-48,deny,manual,3.99,,true,false,,,,,'011433113786,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-handva-flour-2lb-apniroots-grocery-1.jpg?v=1747335943,1,DEEP HANDVA FLOUR-2LB - apniroots Grocery,false,,,,,,,,,,,,,,'45.0,'20.0,,,,,,,,,,g,,2.25,active
deep-handva-flour-2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-handva-flour-2lb-apniroots-grocery-2.jpg?v=1747335943,2,DEEP HANDVA FLOUR-2LB - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-guvar-340gm,DEEP  -  GUVAR  -  340GM,<p>Deep - Guvar - 340gm - '011433117524</p>,DEEP,Uncategorized,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433117524,340.0,,-73,deny,manual,2.99,,true,false,,,,,'011433117524,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-guvar-340gm-apniroots-grocery-1.jpg?v=1747335944,1,Deep - Guvar - 340gm - apniroots Grocery,false,,,,,,,,,,,,,,'48.0,'24.0,,,,,,,,,,g,,2.00,active
deep-guvar-340gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-guvar-340gm-apniroots-grocery-2.jpg?v=1747335944,2,Deep - Guvar - 340gm - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-guava-slices340g,DEEP GUAVA SLICES340G,<p>DEEP GUAVA SLICES340G - '011433153133</p>,DEEP,,"","donotship, Frozen Vegetables",false,Title,Default Title,,,,,,,,'011433153133,340.0,shopify,0,deny,manual,3.99,,true,false,,,,,'011433153133,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-guava-slices340g-apniroots-grocery-1.jpg?v=1734167276,1,DEEP GUAVA SLICES340G - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
deep-guava-slices340g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-guava-slices340g-apniroots-grocery-2.jpg?v=1734167276,2,DEEP GUAVA SLICES340G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-peas-3-85lb,DEEP GREEN PEAS 3.85LB,<p>DEEP GREEN PEAS 3.85LB - '011433131667</p>,DEEP,,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433131667,1746.0,,6643,deny,manual,9.99,,true,false,,,,,'011433131667,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-peas-3-85lb-apniroots-grocery-1.jpg?v=1734167277,1,DEEP GREEN PEAS 3.85LB - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,6.25,active
deep-green-peas-3-85lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-peas-3-85lb-apniroots-grocery-2.jpg?v=1734167277,2,DEEP GREEN PEAS 3.85LB - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-peas-2lb,DEEP  -  GREEN PEAS  -  2LB,<p>DEEP GREEN PEAS 2LB - '011433131650</p>,DEEP,Uncategorized,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433131650,907.0,,-137,deny,manual,5.49,,true,false,,,,,'011433131650,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-peas-2lb-apniroots-grocery-1.jpg?v=1747335945,1,DEEP GREEN PEAS 2LB - apniroots Grocery,false,,,,,,,,,,,,,,'37.8,'12.0,,,,,,,,,,g,,3.15,active
deep-green-peas-2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-peas-2lb-apniroots-grocery-2.jpg?v=1747335945,2,DEEP GREEN PEAS 2LB - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-garlic-340gm,DEEP  -  GREEN GARLIC  -  340GM,<p>DEEP GREEN GARLIC 340GM - '011433160797</p>,DEEP,,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433160797,340.0,,-41,deny,manual,3.50,,true,false,,,,,'011433160797,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-garlic-340gm-apniroots-grocery-1.jpg?v=1747335946,1,DEEP GREEN GARLIC 340GM - apniroots Grocery,false,,,,,,,,,,,,,,'60.0,'24.0,,,,,,,,,,g,,2.50,active
deep-green-garlic-340gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-garlic-340gm-apniroots-grocery-2.jpg?v=1747335946,2,DEEP GREEN GARLIC 340GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-chilli-pkle-700g,DEEP  -  GREEN CHILLI PKLE  -  700GM,<p>DEEP GREEN CHILLI PKLE 700G - '011433113564</p>,DEEP,,"",Pickle,true,Title,Default Title,,,,,,,,'011433113564,700.0,,-6,deny,manual,5.99,,true,false,,,,,'011433113564,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-pkle-700g-apniroots-grocery-1.jpg?v=1747335947,1,DEEP GREEN CHILLI PKLE 700G - apniroots Grocery,false,,,,,,,,,,,,,,'42.0,'12.0,,,,,,,,,,g,,3.50,active
deep-green-chilli-pkle-700g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-pkle-700g-apniroots-grocery-2.jpg?v=1747335947,2,DEEP GREEN CHILLI PKLE 700G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-chilli-pickle-350g,DEEP  -  GREEN CHILLI PICKLE  -  350GM,<p>DEEP GREEN CHILLI PICKLE 350G - '011433113885</p>,DEEP,,"",Pickle,true,Title,Default Title,,,,,,,,'011433113885,350.0,,-31,deny,manual,4.19,,true,false,,,,,'011433113885,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-pickle-350g-apniroots-grocery-1.jpg?v=1747335948,1,DEEP GREEN CHILLI PICKLE 350G - apniroots Grocery,false,,,,,,,,,,,,,,'24.0,'12.0,,,,,,,,,,g,,2.00,active
deep-green-chilli-pickle-350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-pickle-350g-apniroots-grocery-2.jpg?v=1747335948,2,DEEP GREEN CHILLI PICKLE 350G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-chilli-khichiya-200,DEEP GREEN CHILLI KHICHIYA 200,<p>DEEP GREEN CHILLI KHICHIYA 200 - '011433155694</p>,DEEP,,"",Namkeen,true,Title,Default Title,,,,,,,,'011433155694,200.0,,-28,deny,manual,2.99,,true,false,,,,,'011433155694,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-khichiya-200-apniroots-grocery-1.jpg?v=1747335949,1,DEEP GREEN CHILLI KHICHIYA 200 - apniroots Grocery,false,,,,,,,,,,,,,,'51.5,'20.0,,,,,,,,,,g,,2.58,active
deep-green-chilli-khichiya-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-khichiya-200-apniroots-grocery-2.jpg?v=1747335949,2,DEEP GREEN CHILLI KHICHIYA 200 - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-chillies-340-g,DEEP GREEN CHILLIES 340 G,<p>DEEP GREEN CHILLIES 340 G - '011433157827</p>,DEEP,,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433157827,340.0,shopify,0,deny,manual,3.99,,true,false,,,,,'011433157827,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chillies-340-g-apniroots-grocery-1.jpg?v=1747335950,1,DEEP GREEN CHILLIES 340 G - apniroots Grocery,false,,,,,,,,,,,,,,'48.0,'24.0,,,,,,,,,,g,,2.00,active
deep-green-chillies-340-g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chillies-340-g-apniroots-grocery-2.jpg?v=1747335950,2,DEEP GREEN CHILLIES 340 G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-chilli-chutney-220g,DEEP  -  GREEN CHILLI CHUTNEY  -  220GM,<p>DEEP GREEN CHILLI CHUTNEY 220G - '011433162234</p>,DEEP,,"",Chutney & Sauces,true,Title,Default Title,,,,,,,,'011433162234,220.0,,-23,deny,manual,2.69,,true,false,,,,,'011433162234,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-chutney-220g-apniroots-grocery-1.jpg?v=1747335951,1,DEEP GREEN CHILLI CHUTNEY 220G - apniroots Grocery,false,,,,,,,,,,,,,,'48.0,'12.0,,,,,,,,,,g,,4.00,active
deep-green-chilli-chutney-220g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chilli-chutney-220g-apniroots-grocery-2.jpg?v=1747335951,2,DEEP GREEN CHILLI CHUTNEY 220G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-chili-wafer-papad,DEEP GREEN CHILI WAFER PAPAD,<p>DEEP GREEN CHILI WAFER PAPAD - '011433159609</p>,DEEP,,"",Papad,true,Title,Default Title,,,,,,,,'011433159609,200.0,,-23,deny,manual,1.99,,true,false,,,,,'011433159609,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chili-wafer-papad-apniroots-grocery-1.jpg?v=1747335952,1,DEEP GREEN CHILI WAFER PAPAD - apniroots Grocery,false,,,,,,,,,,,,,,'50.0,'40.0,,,,,,,,,,g,,1.25,active
deep-green-chili-wafer-papad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-chili-wafer-papad-apniroots-grocery-2.jpg?v=1747335952,2,DEEP GREEN CHILI WAFER PAPAD - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-green-cardamom-100-gm,DEEP GREEN CARDAMOM 100 GM,<p>DEEP GREEN CARDAMOM 100 GM - '011433133227</p>,DEEP,,"",Masala Powder,true,Title,Default Title,,,,,,,,'011433133227,100.0,,-22,deny,manual,15.99,,true,false,,,,,'011433133227,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-cardamom-100-gm-apniroots-grocery-1.jpg?v=1747335953,1,DEEP GREEN CARDAMOM 100 GM - apniroots Grocery,false,,,,,,,,,,,,,,'110.0,'20.0,,,,,,,,,,g,,5.50,active
deep-green-cardamom-100-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-green-cardamom-100-gm-apniroots-grocery-2.jpg?v=1747335953,2,DEEP GREEN CARDAMOM 100 GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-gondal-red-chilli-pkl-700,DEEP GONDAL RED CHILLI PKL 700,<p>DEEP GONDAL RED CHILLI PKL 700 - '011433113540</p>,DEEP,,"",Pickle,false,Title,Default Title,,,,,,,,'011433113540,700.0,,-2,deny,manual,5.99,,true,false,,,,,'011433113540,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-gondal-red-chilli-pkl-700-apniroots-grocery-1.jpg?v=1734167282,1,DEEP GONDAL RED CHILLI PKL 700 - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
deep-gondal-red-chilli-pkl-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-gondal-red-chilli-pkl-700-apniroots-grocery-2.jpg?v=1734167282,2,DEEP GONDAL RED CHILLI PKL 700 - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-gluten-free-hing-90gm,DEEP GLUTEN FREE HING-90GM,<p>DEEP GLUTEN FREE HING-90GM - '011433160544</p>,DEEP,Uncategorized,"",Masala Powder,true,Title,Default Title,,,,,,,,'011433160544,90.0,shopify,0,deny,manual,4.99,,true,false,,,,,'011433160544,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-gluten-free-hing-90gm-apniroots-grocery-1.jpg?v=1734167282,1,DEEP GLUTEN FREE HING-90GM - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
deep-gluten-free-hing-90gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-gluten-free-hing-90gm-apniroots-grocery-2.jpg?v=1734167282,2,DEEP GLUTEN FREE HING-90GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-powder200g,DEEP  -  GINGER POWDER  -  200GM,<p>DEEP GINGER POWDER200G - '011433112666</p>,DEEP,,"",Masala Powder,true,Title,Default Title,,,,,,,,'011433112666,200.0,,-18,deny,manual,4.99,,true,false,,,,,'011433112666,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-powder200g-apniroots-grocery-1.jpg?v=1734167283,1,DEEP GINGER POWDER200G - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
deep-ginger-powder200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-powder200g-apniroots-grocery-2.jpg?v=1734167283,2,DEEP GINGER POWDER200G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-paste-723g,DEEP  -  GINGER PASTE  -  723GM,<p>DEEP GINGER PASTE 723G - '011433159562</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433159562,723.0,,-18,deny,manual,5.99,6.99,true,false,,,,,'011433159562,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-paste-723g-apniroots-grocery-1.jpg?v=1747335954,1,DEEP GINGER PASTE 723G - apniroots Grocery,false,,,,,,,,,,,,,,'48.0,'12.0,,,,,,,,,,g,,4.00,active
deep-ginger-paste-723g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-paste-723g-apniroots-grocery-2.jpg?v=1747335955,2,DEEP GINGER PASTE 723G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-paste-283g,DEEP  -  GINGER PASTE  -  283GM,<p>DEEP GINGER PASTE 283G - '011433117159</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433117159,283.0,,-7,deny,manual,3.99,,true,false,,,,,'011433117159,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-paste-283g-apniroots-grocery-1.jpg?v=1747335955,1,DEEP GINGER PASTE 283G - apniroots Grocery,false,,,,,,,,,,,,,,'25.8,'12.0,,,,,,,,,,g,,2.15,active
deep-ginger-paste-283g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-paste-283g-apniroots-grocery-2.jpg?v=1747335956,2,DEEP GINGER PASTE 283G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-garlic-paste-723g,DEEP  -  GINGER GARLIC PASTE  -  723GM,<p>DEEP GINGER GARLIC PASTE 723G - '011433117340</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433117340,723.0,,-124,deny,manual,5.99,6.99,true,false,,,,,'011433117340,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-garlic-paste-723g-apniroots-grocery-1.jpg?v=1747335956,1,DEEP GINGER GARLIC PASTE 723G - apniroots Grocery,false,,,,,,,,,,,,,,'48.0,'12.0,,,,,,,,,,g,,4.00,active
deep-ginger-garlic-paste-723g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-garlic-paste-723g-apniroots-grocery-2.jpg?v=1747335957,2,DEEP GINGER GARLIC PASTE 723G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-garlic-cubes-200gm,DEEP  -  GINGER GARLIC CUBES  -  200GM,<p>DEEP GINGER GARLIC CUBES 200GM - '011433161541</p>,DEEP,Uncategorized,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433161541,200.0,,-50,deny,manual,1.99,,true,false,,,,,'011433161541,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-garlic-cubes-200gm-apniroots-grocery-1.jpg?v=1747335958,1,DEEP GINGER GARLIC CUBES 200GM - apniroots Grocery,false,,,,,,,,,,,,,,'36.0,'24.0,,,,,,,,,,g,,1.50,active
deep-ginger-garlic-cubes-200gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-garlic-cubes-200gm-apniroots-grocery-2.jpg?v=1747335958,2,DEEP GINGER GARLIC CUBES 200GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-cubes-200gm,DEEP GINGER CUBES 200GM,<p>DEEP GINGER CUBES 200GM - '011433161527</p>,DEEP,,"","donotship, Frozen Vegetables",true,Title,Default Title,,,,,,,,'011433161527,200.0,,-27,deny,manual,2.25,,true,false,,,,,'011433161527,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-cubes-200gm-apniroots-grocery-1.jpg?v=1734167286,1,DEEP GINGER CUBES 200GM - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.50,active
deep-ginger-cubes-200gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-ginger-cubes-200gm-apniroots-grocery-2.jpg?v=1734167286,2,DEEP GINGER CUBES 200GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-ginger-garlic-paste-283g,DEEP  -  GINGER&GARLIC PASTE  -  283GM,<p>DEEP GINGER&amp;GARLIC PASTE 283G - '011433117357</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433117357,283.0,,-26,deny,manual,3.99,,true,false,,,,,'011433117357,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-gingerandgarlic-paste-283g-apniroots-grocery-1.jpg?v=1747335959,1,DEEP GINGER&GARLIC PASTE 283G - apniroots Grocery,false,,,,,,,,,,,,,,'25.8,'12.0,,,,,,,,,,g,,2.15,active
deep-ginger-garlic-paste-283g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-gingerandgarlic-paste-283g-apniroots-grocery-2.jpg?v=1747335959,2,DEEP GINGER&GARLIC PASTE 283G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garlic-pwd-200g,DEEP  -  GARLIC PWD  -  200GM,<p>DEEP GARLIC PWD 200G - '011433156783</p>,DEEP,,"",Masala Powder,true,Title,Default Title,,,,,,,,'011433156783,200.0,,-14,deny,manual,3.99,,true,false,,,,,'011433156783,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-pwd-200g-apniroots-grocery-1.jpg?v=1747335960,1,DEEP GARLIC PWD 200G - apniroots Grocery,false,,,,,,,,,,,,,,'23.2,'20.0,,,,,,,,,,g,,1.16,active
deep-garlic-pwd-200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-pwd-200g-apniroots-grocery-2.jpg?v=1747335960,2,DEEP GARLIC PWD 200G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garlic-pickle283g,DEEP GARLIC PICKLE283G,<p>DEEP GARLIC PICKLE283G - '011433113861</p>,DEEP,,"",Pickle,false,Title,Default Title,,,,,,,,'011433113861,283.0,,-9,deny,manual,4.19,,true,false,,,,,'011433113861,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-pickle283g-apniroots-grocery-1.jpg?v=1734167287,1,DEEP GARLIC PICKLE283G - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
deep-garlic-pickle283g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-pickle283g-apniroots-grocery-2.jpg?v=1734167287,2,DEEP GARLIC PICKLE283G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garlic-paste-723g,DEEP  -  GARLIC PASTE  -  723GM,<p>DEEP GARLIC PASTE 723G - '011433159555</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433159555,723.0,,-21,deny,manual,5.99,6.99,true,false,,,,,'011433159555,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-paste-723g-apniroots-grocery-1.jpg?v=1747335961,1,DEEP GARLIC PASTE 723G - apniroots Grocery,false,,,,,,,,,,,,,,'48.0,'12.0,,,,,,,,,,g,,4.00,active
deep-garlic-paste-723g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-paste-723g-apniroots-grocery-2.jpg?v=1747335961,2,DEEP GARLIC PASTE 723G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garlic-paste-283g,DEEP  -  GARLIC PASTE  -  283GM,<p>DEEP GARLIC PASTE 283G - '011433117142</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433117142,283.0,,-11,deny,manual,3.49,,true,false,,,,,'011433117142,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-paste-283g-apniroots-grocery-1.jpg?v=1747335962,1,DEEP GARLIC PASTE 283G - apniroots Grocery,false,,,,,,,,,,,,,,'25.8,'12.0,,,,,,,,,,g,,2.15,active
deep-garlic-paste-283g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-paste-283g-apniroots-grocery-2.jpg?v=1747335962,2,DEEP GARLIC PASTE 283G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garlic-chutney-150g,DEEP  -  GARLIC CHUTNEY  -  150GM,<p>DEEP GARLIC CHUTNEY 150G - '011433152433</p>,DEEP,,"",Cooking Paste,true,Title,Default Title,,,,,,,,'011433152433,150.0,,-62,deny,manual,3.59,,true,false,,,,,'011433152433,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-chutney-150g-apniroots-grocery-1.jpg?v=1747335963,1,DEEP GARLIC CHUTNEY 150G - apniroots Grocery,false,,,,,,,,,,,,,,'24.0,'12.0,,,,,,,,,,g,,2.00,active
deep-garlic-chutney-150g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garlic-chutney-150g-apniroots-grocery-2.jpg?v=1747335963,2,DEEP GARLIC CHUTNEY 150G - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garam-masala-pwd-400gm,DEEP GARAM MASALA PWD 400GM,<p>DEEP GARAM MASALA PWD 400GM - '011433071253</p>,DEEP,,"",Masala Powder,false,Title,Default Title,,,,,,,,'011433071253,400.0,,-32,deny,manual,7.99,,true,false,,,,,'011433071253,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garam-masala-pwd-400gm-apniroots-grocery-1.jpg?v=1734167289,1,DEEP GARAM MASALA PWD 400GM - apniroots Grocery,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,archived
deep-garam-masala-pwd-400gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garam-masala-pwd-400gm-apniroots-grocery-2.jpg?v=1734167289,2,DEEP GARAM MASALA PWD 400GM - apniroots Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep-garam-masala-pwd-200g,DEEP  -  GARAM MASALA PWD  -  200GM,<p>DEEP GARAM MASALA PWD 200G - '011433073240</p>,DEEP,Uncategorized,"",Masala Powder,true,Title,Default Title,,,,,,,,'011433073240,200.0,shopify,8431,deny,manual,4.49,,true,false,,,,,'011433073240,https://cdn.shopify.com/s/files/1/0783/6404/9692/products/deep-garam-masala-pwd-200g-apniroots-grocery-1.jpg?v=1747335964,1,DEEP GARAM MASALA PWD 200G - apniroots Grocery,false,,,,,,,,,,,,,,'45.0,'20.0,,,,,,,,,,g,,2.25,active
